X--Trace 1::[Channel A],Y--Trace 1::[Channel A],,X--Trace 2::[Channel B],Y--Trace 2::[Channel B]
0.0159813,0.000943512,,0.0159813,0.000963606
0.0161376,0.000990024,,0.0161376,0.000989663
0.0162938,0.000998489,,0.0162938,0.000977689
0.0164501,0.000968583,,0.0164501,0.000928143
0.0166063,0.000901455,,0.0166063,0.000842928
0.0167626,0.000799685,,0.0167626,0.000725321
0.0169188,0.000667183,,0.0169188,0.000579839
0.0170751,0.000509041,,0.0170751,0.000412075
0.0172313,0.000331338,,0.0172313,0.000228475
0.0173876,0.000140901,,0.0173876,3.60949e-05
0.0175438,-5.49502e-05,,0.0175438,-0.000157672
0.0177001,-0.00024869,,0.0177001,-0.00034538
0.0178563,-0.000432873,,0.0178563,-0.000519816
0.0180126,-0.00060042,,0.0180126,-0.000674275
0.0181688,-0.000744894,,0.0181688,-0.000802822
0.0183251,-0.000860742,,0.0183251,-0.000900517
0.0184813,-0.000943512,,0.0184813,-0.000963605
0.0186376,-0.000990024,,0.0186376,-0.000989663
0.0187938,-0.000998489,,0.0187938,-0.000977689
0.0189501,-0.000968583,,0.0189501,-0.000928143
0.0191063,-0.000901455,,0.0191063,-0.000842928
0.0192626,-0.000799685,,0.0192626,-0.000725321
0.0194188,-0.000667183,,0.0194188,-0.000579839
0.0195751,-0.000509041,,0.0195751,-0.000412075
0.0197313,-0.000331338,,0.0197313,-0.000228475
0.0198876,-0.000140901,,0.0198876,-3.60951e-05
0.0200438,5.49502e-05,,0.0200438,0.000157672
0.0202001,0.00024869,,0.0202001,0.00034538
0.0203563,0.000432873,,0.0203563,0.000519816
0.0205126,0.00060042,,0.0205126,0.000674275
0.0206688,0.000744894,,0.0206688,0.000802822
0.0208251,0.000860742,,0.0208251,0.000900517
0.0209813,0.000943512,,0.0209813,0.000963606
0.0211376,0.000990024,,0.0211376,0.000989663
0.0212938,0.000998489,,0.0212938,0.000977689
0.0214501,0.000968583,,0.0214501,0.000928143
0.0216063,0.000901455,,0.0216063,0.000842928
0.0217626,0.000799685,,0.0217626,0.000725321
0.0219188,0.000667183,,0.0219188,0.000579839
0.0220751,0.000509041,,0.0220751,0.000412075
0.0222313,0.000331338,,0.0222313,0.000228475
0.0223876,0.000140901,,0.0223876,3.60949e-05
0.0225438,-5.49502e-05,,0.0225438,-0.000157672
0.0227001,-0.00024869,,0.0227001,-0.00034538
0.0228563,-0.000432873,,0.0228563,-0.000519816
0.0230126,-0.00060042,,0.0230126,-0.000674275
0.0231688,-0.000744894,,0.0231688,-0.000802822
0.0233251,-0.000860742,,0.0233251,-0.000900517
0.0234813,-0.000943512,,0.0234813,-0.000963605
0.0236376,-0.000990024,,0.0236376,-0.000989663
0.0237938,-0.000998489,,0.0237938,-0.000977689
0.0239501,-0.000968583,,0.0239501,-0.000928143
0.0241063,-0.000901455,,0.0241063,-0.000842928
